age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,race,sex,priors_count,c_charge_degree
0.6642104999449923,0.908294197935146,0.8857531114869723,0.7441323500996089,0.47384370084621547,0.1271800541179185,0.8160946365453028
1.0481906197111136e-10,3.282491677516382e-11,4.04102591743489e-11,8.370652729549973e-11,1.454559654403486e-10,0.13752092518234152,6.26464872498215e-11
1.0481906197111136e-10,3.282491677516382e-11,4.04102591743489e-11,8.370652729549973e-11,1.454559654403486e-10,0.1224782687238767,6.26464872498215e-11
1.0481906197111136e-10,3.282491677516382e-11,4.04102591743489e-11,8.370652729549973e-11,1.454559654403486e-10,0.12608183891221975,6.26464872498215e-11
1.0481906197111136e-10,3.282491677516382e-11,4.04102591743489e-11,8.370652729549973e-11,1.454559654403486e-10,0.12687903406956222,6.26464872498215e-11
1.0481906197111136e-10,0.0005422099941853822,4.04102591743489e-11,8.370652729549973e-11,1.454559654403486e-10,0.16548928700050014,6.26464872498215e-11
1.0481906197111136e-10,3.282491677516382e-11,4.04102591743489e-11,8.370652729549973e-11,1.454559654403486e-10,0.13527630826319162,6.26464872498215e-11
1.0481906197111136e-10,3.282491677516382e-11,4.04102591743489e-11,8.370652729549973e-11,1.454559654403486e-10,0.13574974427822048,6.26464872498215e-11
0.16532204781736123,0.30915220603986276,0.2939981821330958,0.2075007443572877,0.08413749816064964,0.14074085556311805,0.24957456693963587
0.16532204781736123,0.30915220603986276,0.2919798880148572,0.2075007443572877,0.08413749816064964,0.12831513162673422,0.24957456693963587
0.16532204781736123,0.30915220603986276,0.2939981821330958,0.20772892292166242,0.08413749816064964,0.13976103302171336,0.24957456693963587
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.16291821415191102,0.24981996963390107
0.1665466553799198,0.17675940855638925,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.16181012157154526,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.17786703788830385,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.1787201316442831,0.2528025894396567
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.1621588347246973,0.26172473089885445
0.15821932335133523,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.17899647415610212,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.17851467227585613,0.24981996963390107
0.1665466553799198,0.3323076860714601,0.3113141089730967,0.1975848906927674,0.09898528721159536,0.16310530852760152,0.24981996963390107
0.1665466553799198,0.17912299406283708,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.17855779285221962,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.27482965711030005,0.1975848906927674,0.09898528721159536,0.18001150882400987,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.16615205090676516,0.24981996963390107
0.20266376540716124,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.16829563111401058,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.3055490329533073,0.1975848906927674,0.09898528721159536,0.16683218889573073,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.1542920243669749,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.18603347691833969,0.24981996963390107
0.1665466553799198,0.29695580481803496,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.19268561745405924,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.16184949176021754,0.24981996963390107
0.16100310183670716,0.3393780623221452,0.1402890596385201,0.1975848906927674,0.09898528721159536,0.16424275567719746,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.16522775710363743,0.24981996963390107
0.1665466553799198,0.3393780623221452,0.31707918499288607,0.1975848906927674,0.09898528721159536,0.15729172048166432,0.2408978281747033
