age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0.3483068749870601,0.39913142703295823,0.7333078060623527,0.6288708323010219,0.5007104666486066,0.5527130068004013,0.42504361552012926,0.9455350718256842,0.3364611259165818,0.08864414541219162,0.09235072718289183,0.4279468367033045,0.9225124428604022,nan
0.34859741025789026,0.39871216092418105,0.733302771594672,0.6295922524089549,0.496651768698182,0.5525270041964075,0.4179678669295844,0.942024496889726,0.3393805308862562,0.08053474262569313,0.09582560598419325,0.4280676285263828,0.9196950650258915,nan
0.3448995198583662,0.39910149872924383,0.7368938199515679,0.6305262979342207,0.4926265263468994,0.5594949826006363,0.42534134722565226,0.9434899315509323,0.3339535901025032,0.07778952055590915,0.08952151721614376,0.42570098433361625,0.924495474364773,nan
0.3451030629901804,0.40180517012536554,0.7359106252928466,0.6295725324061093,0.5000915868342449,0.5541440085894563,0.4267966074170197,0.9437690164383498,0.33537553882599247,0.07337556941620352,0.09016768173135314,0.42919334487952626,0.9246684584859056,nan
0.3503362634632888,0.3975956677978578,0.7288616117763594,0.6311528416041716,0.49865381264516817,0.5564627947989692,0.4214905300934109,0.9418262211470312,0.3416831464752501,0.07129697712456842,0.09150634766617548,0.42291540957706325,0.9216437296906419,nan
0.34280604506152934,0.4036428929499865,0.7337640716827661,0.6257867372857866,0.49855435959350664,0.5513620638241723,0.4278425050633003,0.9434819925011151,0.33590259151055923,0.07874159268526085,0.09245190203629862,0.4254312363571648,0.9229686248090515,nan
0.3478251131959122,0.40025477204905896,0.7301245831858056,0.6289596132407246,0.5011293591860259,0.5459702405334838,0.42623330813316096,0.9401832634486645,0.3471102149707645,0.07284077726583187,0.09600266146662254,0.4226075671852056,0.9197166939800622,nan
0.34141554525791723,0.40291048228071186,0.7328831370726833,0.6307406890762293,0.4985457687517365,0.5551874477570558,0.4268761065176826,0.9425778353395159,0.33651286592721963,0.07462101603913851,0.0923827178687927,0.4321046308859164,0.9223868183208117,nan
0.34542169598033956,0.3996677759155707,0.7279315933409924,0.6280960455085116,0.49410707573413326,0.5536256850833308,0.42864342090581786,0.9421241146250962,0.33355525956343746,0.06489004079440072,0.09355389705884161,0.42515274280111465,0.9233925582472783,nan
0.3497141272945942,0.40007298117956375,0.7347388405475103,0.6321975538975491,0.4946239997461971,0.5568262409496287,0.4274387457614334,0.9431702567803286,0.3398972601870579,0.08225562171576417,0.0914715542276735,0.4239179580293541,0.9211860479144561,nan
0.34389561573720356,0.4022241239514206,0.730428774480011,0.6364172168000634,0.4979494604193437,0.5552104160491047,0.42868939512837,0.9420139603690345,0.3396988213883159,0.06407468801079591,0.09633798954252948,0.4258222441425665,0.9227175374705581,nan
0.34758011621677065,0.4037445991953513,0.7355292753637526,0.6312733907134063,0.5004416237470265,0.5526340171437462,0.4369965797731747,0.9448786783614154,0.3360817941062647,0.07162865711881138,0.09752135406040692,0.428209711235273,0.9242065915367051,nan
0.34691025418576404,0.4010337939019101,0.7324922852423639,0.632696565864353,0.4980864283335675,0.5485026284309121,0.4204479281132459,0.9430982796053993,0.33604547472151597,0.07243803983482351,0.10023131551362612,0.4233148779258214,0.9214506134097884,nan
0.3469180853256899,0.4046533029402424,0.7397060351393403,0.6321309404162748,0.5010806840557819,0.5544066965232939,0.4316198887540026,0.9432291386792985,0.34207601680691097,0.07621732882302415,0.09651307773156975,0.4283001499187937,0.9265970536218545,nan
0.34782853027319705,0.3995762743013821,0.7325534897771052,0.6329604451595161,0.500961823913496,0.5495285296830338,0.4342112115803319,0.9457249062591913,0.3354973590656264,0.07874017783756784,0.09088044026311949,0.42524219820722725,0.9235523596861166,nan
0.34556291167239994,0.39827500530900173,0.7353311185548973,0.6290244787540425,0.49260497528318387,0.5508390788820463,0.43003906171472267,0.9430696730644176,0.3400610952655635,0.06493405272864093,0.0943793305289797,0.4267118119435016,0.9243326278178771,nan
0.3473272866362441,0.4018936656859853,0.7288034014713142,0.6297375135972196,0.5009227861003022,0.5492495727950369,0.42195582538483317,0.9418854088074604,0.33806068592791955,0.07553418470041122,0.09359376421717255,0.42535968773133953,0.9242441333838185,nan
0.34980992846918324,0.4018557765292752,0.7332043871455038,0.6313354208732729,0.497179419875351,0.5522461669726922,0.42539539291120393,0.9446588922419986,0.3392857141984676,0.06624416876925719,0.09846836499657921,0.42326883873500615,0.9229148433929754,nan
0.3420775673445854,0.40303863912796034,0.7348945234842453,0.6344562291227329,0.4992353900496417,0.5628743425978601,0.4192410485017099,0.9465041301162338,0.3359392449410908,0.0806594267001187,0.09547694164023901,0.4231468820155763,0.9219439140491518,nan
0.3460993421246361,0.39999968641015277,0.7344817187463221,0.6276178244387713,0.5069323203868722,0.5501236979920687,0.43445559718601284,0.945488381585956,0.3370044051978584,0.0819791094926013,0.09692713099179782,0.4282788412868357,0.9255679504953007,nan
